	mean_difference	disparate_impact	Opt Acc	Priv Acc	Unpriv Acc
0	-0.2386934673366834	0.5560747663551402	0.757537688442211	0.8266331658291457	0.6884422110552764
1	-0.1507537688442211	0.7785977859778598	0.7788944723618091	0.7688442211055276	0.7889447236180904
2	-0.10552763819095473	0.8189655172413793	0.7889447236180904	0.8065326633165829	0.7713567839195979
3	-0.18844221105527637	0.6212121212121212	0.7726130653266332	0.8467336683417085	0.6984924623115578
4	-0.14572864321608048	0.7769230769230768	0.7839195979899497	0.8015075376884422	0.7663316582914573
5	-0.085427135678392	0.8461538461538461	0.8090452261306532	0.8542713567839196	0.7638190954773869
6	-0.20603015075376885	0.5794871794871795	0.7788944723618091	0.8844221105527639	0.6733668341708543
7	-0.14070351758793975	0.7870722433460076	0.7864321608040201	0.7939698492462312	0.7788944723618091
8	-0.08040201005025127	0.8538812785388128	0.8065326633165829	0.8492462311557789	0.7638190954773869
9	-0.17085427135678388	0.6363636363636365	0.7613065326633166	0.8341708542713567	0.6884422110552764
10	-0.14070351758793975	0.7846153846153846	0.7688442211055276	0.7663316582914573	0.7713567839195979
11	-0.07537688442211055	0.8611111111111112	0.7839195979899497	0.8065326633165829	0.7613065326633166
12	-0.20854271356783916	0.6047619047619048	0.7826633165829145	0.8567839195979899	0.7085427135678392
13	-0.1733668341708542	0.7509025270758124	0.7600502512562815	0.7386934673366834	0.7814070351758794
14	-0.10301507537688442	0.8185840707964602	0.800251256281407	0.8417085427135679	0.7587939698492462
15	-0.15577889447236182	0.6666666666666666	0.7587939698492462	0.8165829145728644	0.7010050251256281
16	-0.13567839195979903	0.7969924812030075	0.7638190954773869	0.7361809045226131	0.7914572864321608
17	-0.03517587939698491	0.9306930693069307	0.7914572864321608	0.8165829145728644	0.7663316582914573
18	-0.1934673366834171	0.6225490196078431	0.7826633165829145	0.8567839195979899	0.7085427135678392
19	-0.14572864321608037	0.7859778597785978	0.7713567839195979	0.7487437185929648	0.7939698492462312
20	-0.07788944723618085	0.8603603603603605	0.7977386934673367	0.821608040201005	0.7738693467336684
21	-0.18844221105527637	0.6134020618556701	0.7675879396984925	0.8467336683417085	0.6884422110552764
22	-0.13567839195979903	0.7985074626865671	0.7814070351758794	0.7663316582914573	0.7964824120603015
23	-0.050251256281407086	0.9061032863849764	0.8040201005025126	0.8291457286432161	0.7788944723618091
24	-0.17839195979899497	0.6203208556149733	0.7650753768844221	0.8492462311557789	0.6809045226130653
25	-0.128140703517588	0.8023255813953487	0.7701005025125628	0.7613065326633166	0.7788944723618091
26	-0.07035175879396982	0.8709677419354839	0.7989949748743719	0.8291457286432161	0.7688442211055276
27	-0.20100502512562818	0.605911330049261	0.7663316582914573	0.8341708542713567	0.6984924623115578
28	-0.16582914572864327	0.7564575645756457	0.7537688442211056	0.7336683417085427	0.7738693467336684
29	-0.07035175879396982	0.8697674418604652	0.7864321608040201	0.8090452261306532	0.7638190954773869
30	-0.22361809045226133	0.5435897435897435	0.7474874371859297	0.8391959798994975	0.6557788944723618
31	-0.12311557788944716	0.8129770992366413	0.7701005025125628	0.7462311557788944	0.7939698492462312
32	-0.04773869346733661	0.9095238095238096	0.7977386934673367	0.821608040201005	0.7738693467336684
33	-0.18844221105527637	0.6287128712871287	0.785175879396985	0.8618090452261307	0.7085427135678392
34	-0.13567839195979903	0.7969924812030075	0.7713567839195979	0.7512562814070352	0.7914572864321608
35	-0.05778894472361812	0.8944954128440367	0.8103015075376885	0.8366834170854272	0.7839195979899497
36	-0.18341708542713564	0.6313131313131314	0.7801507537688442	0.8567839195979899	0.7035175879396985
37	-0.11055276381909551	0.828125	0.7738693467336684	0.7562814070351759	0.7914572864321608
38	-0.040201005025125636	0.923444976076555	0.8140703517587939	0.8492462311557789	0.7788944723618091
39	-0.19095477386934678	0.6122448979591836	0.7738693467336684	0.8567839195979899	0.6909547738693468
40	-0.11557788944723624	0.816	0.7738693467336684	0.7763819095477387	0.7713567839195979
41	-0.07788944723618091	0.8564814814814815	0.7977386934673367	0.8366834170854272	0.7587939698492462
42	-0.1658291457286432	0.6597938144329897	0.7713567839195979	0.8316582914572864	0.7110552763819096
43	-0.0879396984924623	0.8605577689243028	0.7751256281407035	0.7487437185929648	0.8015075376884422
44	-0.0552763819095477	0.8976744186046512	0.7964824120603015	0.8140703517587939	0.7788944723618091
45	-0.17085427135678394	0.643979057591623	0.7814070351758794	0.864321608040201	0.6984924623115578
46	-0.085427135678392	0.8656126482213439	0.8040201005025126	0.7989949748743719	0.8090452261306532
47	-0.007537688442211143	0.9852216748768471	0.8304020100502513	0.864321608040201	0.7964824120603015
48	-0.19849246231155782	0.596938775510204	0.75	0.8165829145728644	0.6834170854271356
49	-0.14321608040201006	0.7888888888888889	0.7600502512562815	0.7261306532663316	0.7939698492462312
50	-0.03768844221105527	0.9282296650717703	0.7952261306532663	0.8090452261306532	0.7814070351758794
51	-0.1884422110552763	0.6250000000000001	0.7675879396984925	0.8316582914572864	0.7035175879396985
52	-0.1532663316582914	0.7715355805243447	0.7650753768844221	0.7537688442211056	0.7763819095477387
53	-0.08040201005025127	0.8552036199095022	0.7989949748743719	0.8291457286432161	0.7688442211055276
54	-0.14824120603015079	0.6910994764397905	0.785175879396985	0.8492462311557789	0.7211055276381909
55	-0.1306532663316583	0.8	0.7663316582914573	0.7512562814070352	0.7814070351758794
56	-0.06030150753768837	0.8883720930232559	0.7964824120603015	0.8190954773869347	0.7738693467336684
57	-0.185929648241206	0.6262626262626263	0.7788944723618091	0.8567839195979899	0.7010050251256281
58	-0.1306532663316583	0.7984496124031008	0.7788944723618091	0.7814070351758794	0.7763819095477387
59	-0.060301507537688426	0.8894009216589862	0.8040201005025126	0.8291457286432161	0.7788944723618091
